InstanceFlexibilityGroup,InstanceFlexibilityRatio,InstanceId,Kind,ReservationOrderId,ReservationId,ReservedHours,SkuName,TotalReservedQuantity,UsageDate,UsedHours
NA,1,/subscriptions/1CAAA5A3-2B66-438E-8AB4-BCE37D518C5D/resourceGroups/AHBTest/providers/Microsoft.Sql/servers/ahbtest1/databases/nonmanaged,Reservation,7d31a72a-29d7-44c2-a927-698a688b00fa,31390740-304d-4128-92a5-334d0e12fe9c,24,NA,1,2024-06-11T00:00:00Z,2
NA,4,/subscriptions/1CAAA5A3-2B66-438E-8AB4-BCE37D518C5D/resourceGroups/AHBTest/providers/Microsoft.Sql/managedInstances/ahbfoo,Reservation,d4da36a8-5fd3-4037-8eb5-8081337a7e3e,91cfc6fc-8b09-4cd3-b15a-80c41285dea6,96,NA,4,2024-06-16T00:00:00Z,3
NA,1,/subscriptions/1CAAA5A3-2B66-438E-8AB4-BCE37D518C5D/resourceGroups/AHBTest/providers/Microsoft.Sql/servers/ahbtest1/elasticPools/AHBEp,Reservation,d4da36a8-5fd3-4037-8eb5-8081337a7e3e,91cfc6fc-8b09-4cd3-b15a-80c41285dea6,16,NA,1,2024-06-19T00:00:00Z,2.25
NA,4,/subscriptions/9EC51CFD-5CA7-4D76-8101-DD0A4ABC5674/resourceGroups/AnalyticsEngine/providers/Microsoft.Sql/servers/treyanalyticsengine/databases/coreanalytics,Reservation,d4da36a8-5fd3-4037-8eb5-8081337a7e3e,91cfc6fc-8b09-4cd3-b15a-80c41285dea6,96,NA,4,2024-06-15T00:00:00Z,2
NA,1,/subscriptions/1CAAA5A3-2B66-438E-8AB4-BCE37D518C5D/resourceGroups/AHBTest/providers/Microsoft.Sql/servers/ahbtest2/databases/ahbtestfoo,Reservation,d4da36a8-5fd3-4037-8eb5-8081337a7e3e,91cfc6fc-8b09-4cd3-b15a-80c41285dea6,24,NA,1,2024-06-14T00:00:00Z,3.25
NA,4,/subscriptions/1CAAA5A3-2B66-438E-8AB4-BCE37D518C5D/resourceGroups/AHBTest/providers/Microsoft.Sql/servers/ahbtest1/databases/nonmanaged,Reservation,d4da36a8-5fd3-4037-8eb5-8081337a7e3e,91cfc6fc-8b09-4cd3-b15a-80c41285dea6,96,NA,4,2024-06-14T00:00:00Z,7
NA,4,/subscriptions/1CAAA5A3-2B66-438E-8AB4-BCE37D518C5D/resourceGroups/AHBTest/providers/Microsoft.Sql/managedInstances/ahbfoo,Reservation,d4da36a8-5fd3-4037-8eb5-8081337a7e3e,91cfc6fc-8b09-4cd3-b15a-80c41285dea6,96,NA,4,2024-06-12T00:00:00Z,3
NA,1,/subscriptions/1CAAA5A3-2B66-438E-8AB4-BCE37D518C5D/resourceGroups/AHBTest/providers/Microsoft.Sql/servers/ahbtest2/databases/ahbtestfoo,Reservation,d4da36a8-5fd3-4037-8eb5-8081337a7e3e,91cfc6fc-8b09-4cd3-b15a-80c41285dea6,24,NA,1,2024-06-09T00:00:00Z,1
NA,1,/subscriptions/1CAAA5A3-2B66-438E-8AB4-BCE37D518C5D/resourceGroups/AHBTest/providers/Microsoft.Sql/servers/ahbtest1/databases/foo,Reservation,d4da36a8-5fd3-4037-8eb5-8081337a7e3e,91cfc6fc-8b09-4cd3-b15a-80c41285dea6,24,NA,1,2024-06-04T00:00:00Z,17
NA,1,/subscriptions/1CAAA5A3-2B66-438E-8AB4-BCE37D518C5D/resourceGroups/AHBTest/providers/Microsoft.Sql/servers/ahbtest2/databases/ahbtestfoo,Reservation,d4da36a8-5fd3-4037-8eb5-8081337a7e3e,91cfc6fc-8b09-4cd3-b15a-80c41285dea6,24,NA,1,2024-06-16T00:00:00Z,2
NA,1,/subscriptions/1CAAA5A3-2B66-438E-8AB4-BCE37D518C5D/resourceGroups/AHBTest/providers/Microsoft.Sql/servers/ahbtest2/databases/ahbtestfoo,Reservation,d4da36a8-5fd3-4037-8eb5-8081337a7e3e,91cfc6fc-8b09-4cd3-b15a-80c41285dea6,24,NA,1,2024-06-10T00:00:00Z,2.25
NA,4,/subscriptions/9EC51CFD-5CA7-4D76-8101-DD0A4ABC5674/resourceGroups/AnalyticsEngine/providers/Microsoft.Sql/servers/treyanalyticsengine/elasticPools/AEPool,Reservation,d4da36a8-5fd3-4037-8eb5-8081337a7e3e,91cfc6fc-8b09-4cd3-b15a-80c41285dea6,96,NA,4,2024-06-11T00:00:00Z,1
NA,4,/subscriptions/1CAAA5A3-2B66-438E-8AB4-BCE37D518C5D/resourceGroups/AHBTest/providers/Microsoft.Sql/servers/ahbtest2/databases/SSISDB,Reservation,d4da36a8-5fd3-4037-8eb5-8081337a7e3e,91cfc6fc-8b09-4cd3-b15a-80c41285dea6,96,NA,4,2024-06-11T00:00:00Z,1
NA,1,/subscriptions/1CAAA5A3-2B66-438E-8AB4-BCE37D518C5D/resourceGroups/AHBTest/providers/Microsoft.Sql/servers/ahbtest2/databases/ahbtestfoo,Reservation,d4da36a8-5fd3-4037-8eb5-8081337a7e3e,91cfc6fc-8b09-4cd3-b15a-80c41285dea6,24,NA,1,2024-06-15T00:00:00Z,2
NA,1,/subscriptions/1CAAA5A3-2B66-438E-8AB4-BCE37D518C5D/resourceGroups/AHBTest/providers/Microsoft.Sql/servers/ahbtest2/databases/ahbtestfoo,Reservation,d4da36a8-5fd3-4037-8eb5-8081337a7e3e,91cfc6fc-8b09-4cd3-b15a-80c41285dea6,24,NA,1,2024-06-08T00:00:00Z,1.25
NA,1,/subscriptions/1CAAA5A3-2B66-438E-8AB4-BCE37D518C5D/resourceGroups/AHBTest/providers/Microsoft.Sql/servers/ahbtest1/databases/foo,Reservation,d4da36a8-5fd3-4037-8eb5-8081337a7e3e,91cfc6fc-8b09-4cd3-b15a-80c41285dea6,24,NA,1,2024-06-03T00:00:00Z,17
NA,4,/subscriptions/9EC51CFD-5CA7-4D76-8101-DD0A4ABC5674/resourceGroups/AnalyticsEngine/providers/Microsoft.Sql/servers/treyanalyticsengine/elasticPools/AEPool,Reservation,d4da36a8-5fd3-4037-8eb5-8081337a7e3e,91cfc6fc-8b09-4cd3-b15a-80c41285dea6,96,NA,4,2024-06-06T00:00:00Z,1
NA,1,/subscriptions/1CAAA5A3-2B66-438E-8AB4-BCE37D518C5D/resourceGroups/AHBTest/providers/Microsoft.Sql/servers/ahbtest1/databases/foo,Reservation,d4da36a8-5fd3-4037-8eb5-8081337a7e3e,91cfc6fc-8b09-4cd3-b15a-80c41285dea6,24,NA,1,2024-06-01T00:00:00Z,16
BS Series,1,/subscriptions/1caaa5a3-2b66-438e-8ab4-bce37d518c5d/resourceGroups/CapRes_Test/providers/Microsoft.Compute/capacityReservationGroups/OnDemadCapRes_Test_USSouthCentralZonal/capacityReservations/CR_B_AZ2,Reservation,76a36095-1eca-48ac-a578-c4ce775edeaa,657fce4d-6194-4bcc-ade4-0236873d5f0a,144,Standard_B1s,6,2024-06-15T00:00:00Z,24.533324
BS Series,1,/subscriptions/1caaa5a3-2b66-438e-8ab4-bce37d518c5d/resourceGroups/CapRes_Test/providers/Microsoft.Compute/capacityReservationGroups/OnDemadCapRes_Test_USSouthCentralZonal/capacityReservations/CR_B_AZ2,Reservation,76a36095-1eca-48ac-a578-c4ce775edeaa,657fce4d-6194-4bcc-ade4-0236873d5f0a,144,Standard_B1s,6,2024-06-14T00:00:00Z,25
BS Series,1,/subscriptions/1caaa5a3-2b66-438e-8ab4-bce37d518c5d/resourceGroups/CapRes_Test/providers/Microsoft.Compute/capacityReservationGroups/OnDemadCapRes_Test_USSouthCentralZonal/capacityReservations/CR_B_AZ2,Reservation,76a36095-1eca-48ac-a578-c4ce775edeaa,657fce4d-6194-4bcc-ade4-0236873d5f0a,144,Standard_B1s,6,2024-06-09T00:00:00Z,24.099888
BS Series,1,/subscriptions/1caaa5a3-2b66-438e-8ab4-bce37d518c5d/resourceGroups/CAPRES_TEST/providers/Microsoft.Compute/virtualMachines/AZ1DemoVM3,Reservation,76a36095-1eca-48ac-a578-c4ce775edeaa,657fce4d-6194-4bcc-ade4-0236873d5f0a,144,Standard_B1s,6,2024-06-13T00:00:00Z,21
BS Series,1,/subscriptions/1caaa5a3-2b66-438e-8ab4-bce37d518c5d/resourceGroups/CapRes_Test/providers/Microsoft.Compute/capacityReservationGroups/OnDemadCapRes_Test_USSouthCentralZonal/capacityReservations/CR_B_AZ3,Reservation,76a36095-1eca-48ac-a578-c4ce775edeaa,657fce4d-6194-4bcc-ade4-0236873d5f0a,144,Standard_B1s,6,2024-06-16T00:00:00Z,48
BS Series,1,/subscriptions/1caaa5a3-2b66-438e-8ab4-bce37d518c5d/resourceGroups/CapRes_Test/providers/Microsoft.Compute/capacityReservationGroups/OnDemadCapRes_Test_USSouthCentralZonal/capacityReservations/CR_B_AZ3,Reservation,76a36095-1eca-48ac-a578-c4ce775edeaa,657fce4d-6194-4bcc-ade4-0236873d5f0a,144,Standard_B1s,6,2024-06-04T00:00:00Z,48
BS Series,1,/subscriptions/1caaa5a3-2b66-438e-8ab4-bce37d518c5d/resourceGroups/CapRes_Test/providers/Microsoft.Compute/capacityReservationGroups/OnDemadCapRes_Test_USSouthCentralZonal/capacityReservations/CR_B_AZ1,Reservation,76a36095-1eca-48ac-a578-c4ce775edeaa,657fce4d-6194-4bcc-ade4-0236873d5f0a,144,Standard_B1s,6,2024-06-15T00:00:00Z,0.383301
BS Series,1,/subscriptions/1caaa5a3-2b66-438e-8ab4-bce37d518c5d/resourceGroups/CAPRES_TEST/providers/Microsoft.Compute/virtualMachines/AZ1DemoVM3,Reservation,76a36095-1eca-48ac-a578-c4ce775edeaa,657fce4d-6194-4bcc-ade4-0236873d5f0a,144,Standard_B1s,6,2024-06-18T00:00:00Z,22
BS Series,1,/subscriptions/1caaa5a3-2b66-438e-8ab4-bce37d518c5d/resourceGroups/CapRes_Test/providers/Microsoft.Compute/capacityReservationGroups/OnDemadCapRes_Test_USSouthCentralZonal/capacityReservations/CR_B_AZ3,Reservation,76a36095-1eca-48ac-a578-c4ce775edeaa,657fce4d-6194-4bcc-ade4-0236873d5f0a,144,Standard_B1s,6,2024-06-18T00:00:00Z,30
BS Series,1,/subscriptions/1caaa5a3-2b66-438e-8ab4-bce37d518c5d/resourceGroups/CAPRES_TEST/providers/Microsoft.Compute/virtualMachines/AZ1DemoVM3,Reservation,76a36095-1eca-48ac-a578-c4ce775edeaa,657fce4d-6194-4bcc-ade4-0236873d5f0a,144,Standard_B1s,6,2024-06-14T00:00:00Z,24
BS Series,1,/subscriptions/1caaa5a3-2b66-438e-8ab4-bce37d518c5d/resourceGroups/CapRes_Test/providers/Microsoft.Compute/capacityReservationGroups/OnDemadCapRes_Test_USSouthCentralZonal/capacityReservations/CR_B_AZ3,Reservation,76a36095-1eca-48ac-a578-c4ce775edeaa,657fce4d-6194-4bcc-ade4-0236873d5f0a,144,Standard_B1s,6,2024-06-10T00:00:00Z,48
BS Series,1,/subscriptions/1caaa5a3-2b66-438e-8ab4-bce37d518c5d/resourceGroups/CAPRES_TEST/providers/Microsoft.Compute/virtualMachines/AZ1-DemoVM1,Reservation,76a36095-1eca-48ac-a578-c4ce775edeaa,657fce4d-6194-4bcc-ade4-0236873d5f0a,144,Standard_B1s,6,2024-06-10T00:00:00Z,17.966704
BS Series,1,/subscriptions/1caaa5a3-2b66-438e-8ab4-bce37d518c5d/resourceGroups/CAPRES_TEST/providers/Microsoft.Compute/virtualMachines/AZ1DemoVM3,Reservation,76a36095-1eca-48ac-a578-c4ce775edeaa,657fce4d-6194-4bcc-ade4-0236873d5f0a,144,Standard_B1s,6,2024-06-10T00:00:00Z,23.983352
BS Series,1,/subscriptions/1caaa5a3-2b66-438e-8ab4-bce37d518c5d/resourceGroups/CAPRES_TEST/providers/Microsoft.Compute/virtualMachines/AZ1DemoVM2,Reservation,76a36095-1eca-48ac-a578-c4ce775edeaa,657fce4d-6194-4bcc-ade4-0236873d5f0a,144,Standard_B1s,6,2024-06-11T00:00:00Z,23
BS Series,1,/subscriptions/1caaa5a3-2b66-438e-8ab4-bce37d518c5d/resourceGroups/CAPRES_TEST/providers/Microsoft.Compute/virtualMachines/AZ1DemoVM3,Reservation,76a36095-1eca-48ac-a578-c4ce775edeaa,657fce4d-6194-4bcc-ade4-0236873d5f0a,144,Standard_B1s,6,2024-06-05T00:00:00Z,23
BS Series,1,/subscriptions/1caaa5a3-2b66-438e-8ab4-bce37d518c5d/resourceGroups/CapRes_Test/providers/Microsoft.Compute/capacityReservationGroups/OnDemadCapRes_Test_USSouthCentralZonal/capacityReservations/CR_B_AZ2,Reservation,76a36095-1eca-48ac-a578-c4ce775edeaa,657fce4d-6194-4bcc-ade4-0236873d5f0a,144,Standard_B1s,6,2024-06-04T00:00:00Z,24
BS Series,1,/subscriptions/1caaa5a3-2b66-438e-8ab4-bce37d518c5d/resourceGroups/CapRes_Test/providers/Microsoft.Compute/capacityReservationGroups/OnDemadCapRes_Test_USSouthCentralZonal/capacityReservations/CR_B_AZ3,Reservation,76a36095-1eca-48ac-a578-c4ce775edeaa,657fce4d-6194-4bcc-ade4-0236873d5f0a,144,Standard_B1s,6,2024-06-06T00:00:00Z,48
BS Series,1,/subscriptions/1caaa5a3-2b66-438e-8ab4-bce37d518c5d/resourceGroups/CapRes_Test/providers/Microsoft.Compute/capacityReservationGroups/OnDemadCapRes_Test_USSouthCentralZonal/capacityReservations/CR_B_AZ2,Reservation,76a36095-1eca-48ac-a578-c4ce775edeaa,657fce4d-6194-4bcc-ade4-0236873d5f0a,144,Standard_B1s,6,2024-06-10T00:00:00Z,24.099888
BS Series,1,/subscriptions/1caaa5a3-2b66-438e-8ab4-bce37d518c5d/resourceGroups/CAPRES_TEST/providers/Microsoft.Compute/virtualMachines/AZ1-DemoVM1,Reservation,76a36095-1eca-48ac-a578-c4ce775edeaa,657fce4d-6194-4bcc-ade4-0236873d5f0a,144,Standard_B1s,6,2024-06-18T00:00:00Z,14
BS Series,1,/subscriptions/1caaa5a3-2b66-438e-8ab4-bce37d518c5d/resourceGroups/AZ2DEMOVM2_GROUP/providers/Microsoft.Compute/virtualMachines/AZ2DemoVM2,Reservation,76a36095-1eca-48ac-a578-c4ce775edeaa,657fce4d-6194-4bcc-ade4-0236873d5f0a,144,Standard_B1s,6,2024-06-10T00:00:00Z,5.950056
